,product_price,shipping_cost,assembly_cost,delivery_window_days,customer_rating,product_category,product_subcategory,brand,assembly_service_requested,payment_method,payment_timing,delivery_status
1067,1134.95,84.69,94.28,3.0,2.5,Outdoor,Seating,Affordable,True,Cash,Postpaid,Failed Delivery
965,489.24,26.82,51.66,3.0,2.4,Kitchen,Table,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1902,521.56,102.79,74.83,2.0,3.6,Office,Work,Premium,True,Card,Prepaid,Failed Delivery
1911,618.74,0.0,178.44,8.0,3.0,Living Room,Seating,Affordable,True,Bank Transfer,Prepaid,On Going
183,1408.87,0.0,0.0,4.0,2.1,Office,Storage,Affordable,False,Digital Wallet,Prepaid,Delivered
319,748.16,108.36,0.0,9.0,3.1,Office,Work,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1287,482.52,79.32,206.98,6.0,4.9,Kitchen,Table,Affordable,True,Digital Wallet,Prepaid,Delivered
1784,896.1,114.33,0.0,6.0,1.7,Dining Room,Storage,Mid Range,False,Bank Transfer,Prepaid,On Going
1181,617.31,118.13,0.0,14.0,3.1,Kitchen,Storage,Mid Range,False,Bank Transfer,Prepaid,On Going
96,740.04,88.86,0.0,11.0,3.8,Living Room,Seating,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1691,2684.16,96.07,0.0,14.0,4.6,Bedroom,Sleeping,Premium,False,Card,Prepaid,On Going
558,1303.5,120.33,219.56,3.0,2.6,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
604,1053.23,97.59,34.78,8.0,2.5,Office,Work,Mid Range,True,Cash,Postpaid,Delivered
276,1054.53,58.4,0.0,14.0,3.1,Office,Storage,Mid Range,False,Bank Transfer,Prepaid,On Going
609,1565.68,116.74,136.33,7.0,3.5,Bedroom,Storage,Mid Range,True,Card,Prepaid,Failed Delivery
516,1325.01,0.0,0.0,1.0,3.3,Outdoor,Seating,Affordable,False,Card,Prepaid,Delivered
430,1673.68,0.0,265.68,8.0,5.0,Dining Room,Storage,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
1475,1190.5,0.0,41.47,3.0,3.5,Bedroom,Sleeping,Affordable,True,Card,Prepaid,Failed Delivery
1122,360.87,98.29,0.0,14.0,1.6,Bedroom,Storage,Affordable,False,Card,Prepaid,Failed Delivery
1062,1179.18,90.08,75.61,5.0,4.9,Office,Work,Premium,True,Digital Wallet,Prepaid,On Going
115,699.43,57.79,0.0,10.0,2.6,Office,Work,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1091,662.62,111.89,39.99,12.0,1.1,Office,Work,Mid Range,True,Card,Prepaid,On Going
536,204.87,99.78,153.46,6.0,3.1,Dining Room,Storage,Premium,True,Bank Transfer,Prepaid,Delivered
429,384.51,81.29,31.66,7.0,3.1,Living Room,Storage,Premium,True,Card,Prepaid,On Going
675,1614.66,90.45,108.43,9.0,3.9,Outdoor,Table,Affordable,True,Digital Wallet,Prepaid,On Going
1627,301.73,67.71,25.82,2.0,3.4,Bedroom,Sleeping,Mid Range,True,Card,Prepaid,On Going
974,1428.63,118.19,157.82,13.0,1.5,Living Room,Table,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1382,966.51,63.69,27.67,8.0,3.1,Living Room,Table,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1817,921.34,143.21,0.0,4.0,2.6,Office,Work,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
796,899.56,98.24,60.91,12.0,3.6,Office,Work,Affordable,True,Cash,Postpaid,Failed Delivery
46,1315.59,0.0,0.0,6.0,2.7,Outdoor,Seating,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1291,509.23,0.0,0.0,4.0,4.2,Office,Work,Mid Range,False,Card,Prepaid,On Going
1789,975.39,75.49,0.0,11.0,3.3,Kitchen,Storage,Affordable,False,Card,Prepaid,Delivered
1550,1265.47,62.03,0.0,7.0,4.0,Living Room,Table,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
895,2169.59,85.06,0.0,7.0,3.6,Living Room,Table,Affordable,False,Card,Prepaid,Failed Delivery
1708,626.69,57.17,0.0,3.0,1.2,Kitchen,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
815,510.15,123.54,170.75,4.0,2.7,Bedroom,Storage,Premium,True,Digital Wallet,Prepaid,On Going
575,936.5,55.6,0.0,7.0,3.1,Office,Storage,Affordable,False,Digital Wallet,Prepaid,Delivered
1480,995.14,114.73,0.0,6.0,3.2,Outdoor,Patio furniture,Premium,False,Bank Transfer,Prepaid,On Going
1035,1338.64,0.0,0.0,12.0,4.4,Kitchen,Storage,Premium,False,Digital Wallet,Prepaid,On Going
691,218.56,64.59,0.0,5.0,3.1,Bedroom,Sleeping,Mid Range,False,Card,Prepaid,Failed Delivery
1451,2130.13,72.3,210.63,9.0,1.2,Living Room,Table,Mid Range,True,Card,Prepaid,Failed Delivery
1252,950.36,0.0,124.82,7.0,4.3,Kitchen,Table,Affordable,True,Digital Wallet,Prepaid,Delivered
701,1351.28,126.25,38.47,14.0,2.8,Office,Work,Mid Range,True,Cash,Postpaid,Delivered
839,2204.19,0.0,232.57,5.0,4.0,Bedroom,Storage,Premium,True,Digital Wallet,Prepaid,Delivered
227,540.61,0.0,0.0,3.0,1.2,Kitchen,Table,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
1671,1278.17,65.08,96.94,7.0,3.0,Dining Room,Table,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1471,412.97,61.87,40.71,5.0,4.9,Bedroom,Storage,Premium,True,Digital Wallet,Prepaid,Failed Delivery
747,1322.14,62.12,0.0,2.0,3.0,Bedroom,Sleeping,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
290,542.69,66.79,144.66,5.0,3.8,Outdoor,Patio furniture,Affordable,True,Cash,Postpaid,Delivered
275,869.45,59.47,56.07,1.0,4.9,Office,Work,Affordable,True,Cash,Postpaid,On Going
1583,1074.85,0.0,0.0,11.0,3.4,Office,Storage,Mid Range,False,Card,Prepaid,On Going
284,1538.84,0.0,0.0,9.0,3.0,Kitchen,Table,Mid Range,False,Card,Prepaid,On Going
1188,987.09,94.51,45.18,5.0,1.4,Outdoor,Seating,Mid Range,True,Digital Wallet,Prepaid,On Going
1589,1313.33,64.73,52.67,9.0,3.9,Dining Room,Seating,Premium,True,Card,Prepaid,Delivered
696,1769.5,134.63,68.67,3.0,3.2,Bedroom,Storage,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1001,1783.39,73.85,0.0,7.0,2.6,Outdoor,Seating,Premium,False,Bank Transfer,Prepaid,On Going
1158,1453.33,109.84,194.82,2.0,3.4,Kitchen,Storage,Premium,True,Cash,Postpaid,On Going
1293,1197.47,0.0,0.0,1.0,3.2,Outdoor,Table,Affordable,False,Card,Prepaid,On Going
841,650.35,56.08,224.25,9.0,4.9,Dining Room,Seating,Premium,True,Cash,Postpaid,Failed Delivery
1832,490.86,30.23,0.0,12.0,3.1,Outdoor,Seating,Mid Range,False,Cash,Postpaid,Failed Delivery
505,844.52,0.0,0.0,7.0,3.1,Bedroom,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
746,1165.81,73.97,188.26,9.0,4.7,Kitchen,Table,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
1745,413.68,41.26,0.0,5.0,4.8,Office,Work,Mid Range,True,Cash,Postpaid,Failed Delivery
1536,2174.45,0.0,28.12,10.0,4.6,Bedroom,Storage,Premium,True,Cash,Postpaid,Failed Delivery
1920,688.73,73.85,101.71,2.0,2.1,Dining Room,Seating,Premium,True,Digital Wallet,Prepaid,Failed Delivery
1587,538.37,148.2,0.0,12.0,3.2,Kitchen,Table,Mid Range,False,Card,Prepaid,On Going
1249,1925.44,58.13,0.0,8.0,4.6,Living Room,Seating,Affordable,False,Card,Prepaid,Delivered
625,1678.72,92.24,84.92,9.0,3.1,Outdoor,Seating,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
1175,1475.65,0.0,0.0,6.0,4.7,Outdoor,Table,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1437,860.63,102.39,84.42,6.0,3.8,Office,Work,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1547,1922.75,0.0,45.51,10.0,4.4,Living Room,Seating,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1455,1497.9,0.0,0.0,2.0,2.5,Kitchen,Storage,Affordable,False,Digital Wallet,Prepaid,Delivered
6,1467.44,0.0,184.29,13.0,3.1,Bedroom,Sleeping,Affordable,True,Digital Wallet,Prepaid,Delivered
1786,944.45,0.0,132.62,10.0,2.7,Living Room,Table,Mid Range,True,Cash,Postpaid,On Going
534,1689.27,76.64,0.0,7.0,3.1,Outdoor,Patio furniture,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1025,1073.48,0.0,0.0,8.0,2.1,Dining Room,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
396,1558.95,0.0,0.0,4.0,3.1,Bedroom,Storage,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1433,1591.67,62.22,90.3,2.0,3.1,Kitchen,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1417,2866.3,0.0,0.0,1.0,4.0,Bedroom,Sleeping,Affordable,False,Bank Transfer,Prepaid,On Going
1113,1507.22,0.0,60.66,9.0,4.1,Outdoor,Patio furniture,Premium,True,Bank Transfer,Prepaid,On Going
817,1134.98,59.01,43.25,2.0,1.2,Living Room,Storage,Affordable,True,Digital Wallet,Prepaid,Delivered
178,1195.2,137.84,0.0,11.0,4.9,Kitchen,Table,Affordable,False,Bank Transfer,Prepaid,Delivered
557,1741.69,0.0,0.0,4.0,3.1,Bedroom,Sleeping,Affordable,False,Bank Transfer,Prepaid,On Going
645,786.88,0.0,0.0,2.0,3.1,Living Room,Seating,Mid Range,False,Digital Wallet,Prepaid,On Going
832,468.88,39.41,152.65,4.0,3.1,Office,Work,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
147,749.46,117.94,92.43,11.0,1.1,Outdoor,Seating,Mid Range,True,Cash,Postpaid,On Going
783,941.6,111.26,0.0,8.0,4.4,Office,Work,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1593,2813.77,78.55,0.0,11.0,3.9,Bedroom,Sleeping,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
1358,891.86,124.53,0.0,11.0,4.7,Outdoor,Table,Mid Range,False,Card,Prepaid,Failed Delivery
1233,1195.83,71.02,198.06,9.0,4.3,Living Room,Seating,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
478,620.46,73.85,93.44,3.0,1.2,Office,Work,Affordable,True,Bank Transfer,Prepaid,Delivered
1066,2055.05,120.62,169.28,13.0,2.6,Bedroom,Sleeping,Affordable,True,Cash,Postpaid,Delivered
1679,792.87,0.0,194.92,14.0,3.1,Dining Room,Table,Affordable,True,Card,Prepaid,On Going
574,707.79,0.0,0.0,11.0,1.3,Bedroom,Storage,Premium,False,Card,Prepaid,Failed Delivery
1545,192.09,68.89,84.97,8.0,3.1,Office,Work,Affordable,True,Digital Wallet,Prepaid,Delivered
1503,495.85,49.3,0.0,1.0,3.5,Dining Room,Table,Affordable,False,Bank Transfer,Prepaid,Failed Delivery
459,748.36,75.87,0.0,10.0,1.6,Kitchen,Table,Affordable,False,Card,Prepaid,Failed Delivery
705,1259.09,67.55,28.19,10.0,4.5,Outdoor,Patio furniture,Affordable,True,Card,Prepaid,Delivered
1079,1530.81,61.64,199.49,10.0,4.4,Outdoor,Patio furniture,Mid Range,True,Cash,Postpaid,Failed Delivery
1131,969.73,126.99,0.0,12.0,1.6,Dining Room,Storage,Premium,False,Digital Wallet,Prepaid,On Going
784,470.65,35.74,74.9,2.0,3.7,Dining Room,Storage,Premium,True,Card,Prepaid,Failed Delivery
1193,1490.88,80.59,0.0,13.0,1.2,Living Room,Storage,Affordable,False,Card,Prepaid,On Going
1080,1518.67,0.0,0.0,5.0,4.1,Living Room,Storage,Affordable,False,Bank Transfer,Prepaid,Failed Delivery
90,864.29,126.75,47.59,11.0,3.1,Bedroom,Storage,Premium,True,Digital Wallet,Prepaid,On Going
1527,1282.28,116.17,0.0,4.0,3.5,Kitchen,Table,Affordable,False,Card,Prepaid,On Going
1428,1032.32,58.22,193.74,11.0,2.4,Bedroom,Sleeping,Affordable,True,Cash,Postpaid,Delivered
778,1351.37,60.08,175.18,1.0,4.2,Kitchen,Table,Affordable,True,Card,Prepaid,On Going
185,1313.55,86.75,97.87,8.0,4.0,Dining Room,Table,Mid Range,True,Digital Wallet,Prepaid,Delivered
1243,141.19,54.42,0.0,14.0,3.2,Dining Room,Seating,Mid Range,False,Digital Wallet,Prepaid,On Going
1690,886.95,105.7,0.0,3.0,4.3,Outdoor,Patio furniture,Mid Range,False,Bank Transfer,Prepaid,Delivered
1010,560.47,95.35,189.23,1.0,4.7,Living Room,Storage,Premium,True,Card,Prepaid,Delivered
393,489.39,42.23,30.36,7.0,4.2,Bedroom,Storage,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
1283,254.06,27.33,59.29,13.0,1.3,Living Room,Table,Premium,True,Digital Wallet,Prepaid,On Going
1346,1180.45,55.69,0.0,14.0,2.7,Office,Work,Affordable,False,Digital Wallet,Prepaid,Delivered
407,904.37,0.0,0.0,6.0,1.0,Outdoor,Seating,Mid Range,False,Digital Wallet,Prepaid,Failed Delivery
418,443.58,29.78,0.0,9.0,3.1,Bedroom,Sleeping,Affordable,False,Cash,Postpaid,Failed Delivery
282,2442.76,0.0,153.37,13.0,1.2,Kitchen,Table,Mid Range,True,Cash,Postpaid,Failed Delivery
517,2415.82,0.0,0.0,8.0,3.1,Kitchen,Storage,Mid Range,False,Card,Prepaid,On Going
1849,2782.91,0.0,94.72,10.0,3.1,Bedroom,Sleeping,Mid Range,True,Digital Wallet,Prepaid,Delivered
231,302.77,78.31,164.8,11.0,4.7,Living Room,Storage,Affordable,True,Digital Wallet,Prepaid,On Going
1857,213.87,62.12,195.53,10.0,1.1,Dining Room,Table,Premium,True,Digital Wallet,Prepaid,On Going
1086,1381.55,0.0,156.49,7.0,1.1,Dining Room,Storage,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
125,258.75,32.09,0.0,5.0,4.4,Outdoor,Table,Mid Range,False,Digital Wallet,Prepaid,On Going
854,353.07,86.87,110.26,14.0,1.0,Outdoor,Patio furniture,Mid Range,True,Card,Prepaid,On Going
819,637.42,50.73,0.0,12.0,2.4,Living Room,Seating,Affordable,False,Cash,Postpaid,Failed Delivery
247,414.23,97.91,0.0,14.0,3.1,Living Room,Table,Affordable,False,Card,Prepaid,Failed Delivery
1697,714.63,85.11,176.4,12.0,3.1,Bedroom,Sleeping,Mid Range,True,Digital Wallet,Prepaid,On Going
1400,319.32,99.23,0.0,12.0,3.1,Outdoor,Patio furniture,Affordable,False,Card,Prepaid,On Going
1449,1259.0,125.95,0.0,2.0,2.2,Office,Storage,Premium,False,Digital Wallet,Prepaid,Delivered
295,282.24,54.47,0.0,3.0,3.1,Dining Room,Seating,Affordable,False,Card,Prepaid,Failed Delivery
899,1262.67,90.31,0.0,9.0,1.9,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,On Going
259,1557.51,90.23,108.36,2.0,1.8,Dining Room,Storage,Premium,True,Digital Wallet,Prepaid,Failed Delivery
898,2979.56,0.0,0.0,4.0,2.6,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
330,307.73,66.11,199.59,1.0,3.1,Office,Storage,Mid Range,True,Cash,Postpaid,On Going
1445,1163.53,64.26,129.04,1.0,3.1,Office,Work,Affordable,True,Card,Prepaid,Failed Delivery
863,2278.94,0.0,259.96,12.0,2.5,Bedroom,Sleeping,Affordable,True,Bank Transfer,Prepaid,On Going
202,1406.69,70.31,0.0,7.0,3.1,Outdoor,Seating,Mid Range,False,Card,Prepaid,Failed Delivery
496,2150.69,83.33,38.01,11.0,1.1,Living Room,Table,Affordable,True,Card,Prepaid,Failed Delivery
292,1256.91,107.81,72.56,13.0,2.2,Office,Work,Affordable,True,Card,Prepaid,Delivered
25,1989.68,142.9,36.46,10.0,1.3,Bedroom,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
1770,994.15,0.0,271.3,3.0,3.1,Bedroom,Sleeping,Premium,True,Digital Wallet,Prepaid,On Going
1142,275.04,99.11,219.66,7.0,3.1,Dining Room,Seating,Premium,True,Cash,Postpaid,Failed Delivery
996,818.88,69.5,0.0,4.0,4.2,Office,Work,Affordable,False,Digital Wallet,Prepaid,On Going
1366,1647.41,91.68,0.0,13.0,1.2,Dining Room,Storage,Mid Range,False,Digital Wallet,Prepaid,On Going
1240,393.94,51.47,0.0,8.0,4.2,Kitchen,Table,Affordable,False,Cash,Postpaid,Failed Delivery
1903,575.26,70.16,0.0,9.0,3.5,Living Room,Table,Affordable,False,Card,Prepaid,On Going
541,1812.98,0.0,47.62,14.0,2.8,Living Room,Table,Premium,True,Card,Prepaid,Failed Delivery
40,1237.1,0.0,0.0,2.0,4.0,Outdoor,Seating,Mid Range,False,Card,Prepaid,Delivered
1843,1184.05,50.36,75.28,13.0,4.8,Outdoor,Patio furniture,Premium,True,Cash,Postpaid,Failed Delivery
524,1396.55,0.0,209.81,5.0,4.8,Outdoor,Table,Premium,True,Digital Wallet,Prepaid,On Going
83,822.02,121.87,0.0,14.0,3.5,Dining Room,Storage,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
952,1940.48,143.65,0.0,10.0,1.5,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,On Going
1882,1815.18,0.0,75.67,10.0,2.2,Kitchen,Table,Affordable,True,Digital Wallet,Prepaid,On Going
1313,2341.27,73.64,176.24,3.0,4.3,Kitchen,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
673,2321.79,0.0,141.93,11.0,4.5,Living Room,Table,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
1530,1849.52,51.71,199.46,6.0,4.4,Bedroom,Sleeping,Mid Range,True,Bank Transfer,Prepaid,Failed Delivery
1332,892.4,125.88,139.64,3.0,3.1,Outdoor,Seating,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
331,628.12,0.0,47.62,11.0,5.0,Kitchen,Storage,Affordable,True,Digital Wallet,Prepaid,Delivered
442,2042.35,0.0,0.0,14.0,3.8,Living Room,Seating,Mid Range,False,Digital Wallet,Prepaid,Delivered
523,2295.37,88.32,0.0,12.0,1.8,Bedroom,Sleeping,Affordable,False,Card,Prepaid,Delivered
21,809.97,95.5,0.0,12.0,5.0,Living Room,Seating,Premium,False,Bank Transfer,Prepaid,Failed Delivery
225,277.63,47.71,0.0,11.0,2.7,Office,Work,Affordable,False,Digital Wallet,Prepaid,On Going
699,500.62,130.21,0.0,11.0,4.0,Dining Room,Storage,Premium,False,Card,Prepaid,Delivered
224,1799.77,145.3,0.0,12.0,4.2,Kitchen,Table,Affordable,False,Cash,Postpaid,On Going
1265,1454.18,127.0,55.63,7.0,4.0,Office,Work,Mid Range,True,Cash,Postpaid,On Going
11,2214.46,0.0,46.76,5.0,3.0,Living Room,Table,Mid Range,True,Digital Wallet,Prepaid,On Going
1723,1181.69,82.11,159.36,12.0,3.1,Dining Room,Seating,Affordable,True,Card,Prepaid,Delivered
449,274.62,54.98,43.09,13.0,3.0,Dining Room,Seating,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
456,574.6,109.39,116.93,6.0,5.0,Office,Storage,Premium,True,Card,Prepaid,Failed Delivery
735,1484.77,136.55,86.17,4.0,3.1,Office,Work,Premium,True,Bank Transfer,Prepaid,Failed Delivery
1790,2066.0,134.7,219.31,5.0,3.1,Kitchen,Table,Affordable,True,Card,Prepaid,Delivered
279,1900.2,114.73,0.0,7.0,2.9,Bedroom,Sleeping,Mid Range,False,Digital Wallet,Prepaid,Delivered
755,1180.71,89.51,0.0,2.0,1.4,Outdoor,Seating,Affordable,False,Card,Prepaid,On Going
650,890.9,118.43,0.0,14.0,2.7,Living Room,Seating,Mid Range,False,Digital Wallet,Prepaid,On Going
1675,533.87,61.75,0.0,3.0,4.1,Bedroom,Sleeping,Mid Range,False,Cash,Postpaid,On Going
193,203.16,74.51,60.3,2.0,2.8,Outdoor,Patio furniture,Mid Range,True,Cash,Postpaid,Failed Delivery
157,2027.39,110.51,27.03,11.0,2.1,Bedroom,Sleeping,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
546,1206.47,111.05,85.86,10.0,3.5,Kitchen,Storage,Affordable,True,Digital Wallet,Prepaid,Delivered
1839,2254.59,119.66,0.0,11.0,2.3,Living Room,Seating,Mid Range,False,Digital Wallet,Prepaid,Delivered
422,660.94,103.97,196.18,7.0,2.2,Outdoor,Patio furniture,Affordable,True,Cash,Postpaid,Failed Delivery
785,764.68,74.34,27.64,12.0,3.1,Office,Work,Affordable,True,Cash,Postpaid,Failed Delivery
936,1098.01,0.0,27.5,13.0,2.8,Dining Room,Seating,Affordable,True,Digital Wallet,Prepaid,Delivered
1769,1202.38,0.0,0.0,12.0,4.0,Outdoor,Seating,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
944,2654.36,100.2,42.83,3.0,1.8,Bedroom,Storage,Mid Range,True,Digital Wallet,Prepaid,On Going
466,2197.69,120.51,299.35,13.0,3.1,Kitchen,Table,Mid Range,True,Digital Wallet,Prepaid,On Going
473,1009.07,132.7,75.94,7.0,1.2,Outdoor,Patio furniture,Affordable,True,Cash,Postpaid,Failed Delivery
233,1837.78,120.47,175.23,13.0,3.3,Bedroom,Sleeping,Affordable,True,Digital Wallet,Prepaid,On Going
1601,2473.98,127.64,199.32,6.0,3.8,Kitchen,Storage,Premium,True,Digital Wallet,Prepaid,On Going
1027,199.06,62.28,0.0,6.0,3.9,Bedroom,Sleeping,Affordable,False,Digital Wallet,Prepaid,On Going
1665,445.29,98.05,0.0,10.0,1.8,Kitchen,Table,Affordable,False,Card,Prepaid,Failed Delivery
587,1413.0,0.0,0.0,10.0,4.9,Dining Room,Seating,Premium,False,Digital Wallet,Prepaid,Failed Delivery
274,273.3,43.62,0.0,7.0,3.7,Dining Room,Seating,Affordable,False,Card,Prepaid,On Going
158,1395.68,78.97,0.0,8.0,4.2,Kitchen,Table,Affordable,False,Digital Wallet,Prepaid,Delivered
345,306.95,72.49,218.61,10.0,1.5,Living Room,Seating,Premium,True,Digital Wallet,Prepaid,On Going
1203,725.88,68.45,71.8,6.0,1.6,Living Room,Seating,Mid Range,True,Bank Transfer,Prepaid,On Going
1633,1187.31,0.0,189.1,9.0,3.2,Living Room,Table,Premium,True,Cash,Postpaid,Delivered
1109,888.45,136.11,266.61,4.0,3.5,Office,Storage,Premium,True,Digital Wallet,Prepaid,On Going
1810,537.61,71.48,143.84,9.0,4.4,Dining Room,Storage,Affordable,True,Cash,Postpaid,On Going
340,493.64,62.38,0.0,2.0,4.0,Kitchen,Storage,Affordable,False,Digital Wallet,Prepaid,On Going
1436,1102.81,50.84,91.02,13.0,3.1,Office,Work,Mid Range,True,Cash,Postpaid,Delivered
1880,612.59,109.72,0.0,10.0,2.1,Office,Storage,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1259,168.25,56.23,0.0,12.0,4.3,Office,Work,Mid Range,False,Card,Prepaid,Failed Delivery
1136,1351.55,144.49,34.5,7.0,4.4,Kitchen,Storage,Affordable,True,Digital Wallet,Prepaid,Delivered
993,748.37,112.19,104.46,3.0,1.1,Office,Storage,Affordable,True,Cash,Postpaid,On Going
211,2718.63,106.68,0.0,1.0,3.7,Bedroom,Sleeping,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1493,892.09,0.0,0.0,4.0,1.4,Kitchen,Table,Affordable,False,Card,Prepaid,Failed Delivery
751,427.95,75.35,115.35,6.0,3.9,Outdoor,Seating,Mid Range,True,Card,Prepaid,Failed Delivery
415,486.86,72.38,82.03,6.0,3.4,Office,Work,Affordable,True,Card,Prepaid,On Going
103,647.69,53.12,0.0,14.0,3.7,Outdoor,Patio furniture,Premium,False,Digital Wallet,Prepaid,Failed Delivery
85,376.58,64.84,58.75,10.0,3.5,Dining Room,Storage,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
948,1330.43,92.05,0.0,8.0,3.1,Kitchen,Storage,Premium,False,Cash,Postpaid,On Going
390,348.41,78.19,37.99,7.0,3.8,Office,Storage,Affordable,True,Digital Wallet,Prepaid,Failed Delivery
887,792.08,0.0,43.07,10.0,2.3,Outdoor,Patio furniture,Affordable,True,Cash,Postpaid,Failed Delivery
1532,281.47,39.31,0.0,9.0,2.5,Office,Work,Affordable,False,Card,Prepaid,On Going
1297,347.91,60.61,0.0,4.0,3.1,Office,Work,Affordable,False,Bank Transfer,Prepaid,Failed Delivery
148,747.55,53.24,292.32,6.0,1.3,Outdoor,Table,Premium,True,Digital Wallet,Prepaid,Failed Delivery
1771,225.03,37.23,0.0,9.0,4.9,Outdoor,Patio furniture,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1693,1375.43,90.67,150.51,5.0,3.6,Bedroom,Storage,Affordable,True,Bank Transfer,Prepaid,Failed Delivery
548,468.07,84.75,0.0,8.0,3.7,Dining Room,Table,Affordable,False,Bank Transfer,Prepaid,On Going
445,1294.44,65.82,0.0,6.0,3.2,Bedroom,Storage,Affordable,False,Digital Wallet,Prepaid,Delivered
262,425.49,34.52,0.0,12.0,4.1,Outdoor,Table,Affordable,False,Cash,Postpaid,Delivered
1330,1880.05,0.0,0.0,3.0,1.8,Dining Room,Storage,Mid Range,False,Cash,Postpaid,Delivered
1326,1077.61,0.0,0.0,9.0,3.0,Bedroom,Sleeping,Affordable,False,Card,Prepaid,Failed Delivery
219,1635.15,66.95,0.0,5.0,1.6,Bedroom,Storage,Premium,False,Digital Wallet,Prepaid,Failed Delivery
1041,615.33,50.02,28.42,13.0,3.7,Kitchen,Table,Affordable,True,Digital Wallet,Prepaid,Delivered
1306,2105.04,105.29,237.26,3.0,3.1,Bedroom,Storage,Affordable,True,Bank Transfer,Prepaid,Delivered
1088,1057.62,71.78,0.0,6.0,3.5,Outdoor,Seating,Mid Range,False,Bank Transfer,Prepaid,Failed Delivery
1074,601.29,118.64,0.0,7.0,2.2,Office,Work,Affordable,False,Digital Wallet,Prepaid,Failed Delivery
1409,459.05,42.19,171.37,12.0,3.7,Bedroom,Sleeping,Mid Range,True,Digital Wallet,Prepaid,Failed Delivery
239,270.98,82.08,0.0,1.0,3.2,Living Room,Seating,Premium,False,Digital Wallet,Prepaid,Failed Delivery
824,92.59,57.31,38.23,3.0,4.7,Office,Storage,Affordable,True,Cash,Postpaid,On Going
512,639.86,88.28,0.0,7.0,3.6,Office,Work,Premium,False,Card,Prepaid,On Going
801,1065.09,0.0,222.63,11.0,2.2,Office,Storage,Premium,True,Digital Wallet,Prepaid,On Going
1078,1140.21,57.88,0.0,7.0,1.7,Kitchen,Table,Affordable,False,Bank Transfer,Prepaid,Delivered
611,1602.1,0.0,0.0,7.0,4.2,Kitchen,Table,Mid Range,False,Digital Wallet,Prepaid,Delivered
1610,1460.87,92.21,25.33,11.0,2.5,Office,Work,Mid Range,True,Card,Prepaid,Failed Delivery
576,640.84,147.75,86.39,8.0,2.7,Dining Room,Table,Premium,True,Card,Prepaid,Delivered
86,1464.28,0.0,0.0,11.0,3.1,Bedroom,Sleeping,Premium,False,Bank Transfer,Prepaid,Delivered
972,1060.86,0.0,0.0,10.0,4.7,Kitchen,Table,Premium,False,Card,Prepaid,Failed Delivery
1872,2268.92,143.88,33.98,6.0,3.1,Bedroom,Sleeping,Mid Range,True,Card,Prepaid,On Going
